54	3.0228689e-01	5.3264516e+04	3.0228665e-01	7.8871687e-07	1.7620433e+05
55	3.0236882e-01	5.6263004e+04	3.0236855e-01	8.8706611e-07	1.8607327e+05
56	3.0244786e-01	5.9371996e+04	3.0244756e-01	9.8537157e-07	1.9630409e+05
57	3.0252415e-01	6.2593488e+04	3.0252382e-01	1.0836354e-06	2.0690333e+05
58	3.0259782e-01	6.5929477e+04	3.0259749e-01	1.0833717e-06	2.1787745e+05
59	3.0266905e-01	6.9381969e+04	3.0266872e-01	1.0831167e-06	2.2923302e+05
60	3.0273792e-01	7.2952961e+04	3.0273759e-01	1.0828703e-06	2.4097653e+05
61	3.0280459e-01	7.6644453e+04	3.0280423e-01	1.1810531e-06	2.5311452e+05
62	3.0286911e-01	8.0458445e+04	3.0286875e-01	1.1808015e-06	2.6565350e+05
63	3.0293161e-01	8.4396938e+04	3.0293125e-01	1.1805579e-06	2.7859997e+05
64	3.0299217e-01	8.8461930e+04	3.0299181e-01	1.1803219e-06	2.9196044e+05
65	3.0305091e-01	9.2655422e+04	3.0305052e-01	1.2784343e-06	3.0574150e+05
66	3.0310789e-01	9.6979414e+04	3.0310747e-01	1.3765167e-06	3.1994959e+05
67	3.0316320e-01	1.0143591e+05	3.0316275e-01	1.4745705e-06	3.3459125e+05
68	3.0321684e-01	1.0602690e+05	3.0321643e-01	1.3760222e-06	3.4967300e+05
69	3.0326900e-01	1.1075439e+05	3.0326855e-01	1.4740560e-06	3.6520134e+05
70	3.0331966e-01	1.1562039e+05	3.0331922e-01	1.4738098e-06	3.8118284e+05
71	3.0336893e-01	1.2062688e+05	3.0336845e-01	1.5718086e-06	3.9762400e+05
72	3.0341679e-01	1.2577588e+05	3.0341634e-01	1.4733380e-06	4.1453131e+05
73	3.0346337e-01	1.3106937e+05	3.0346292e-01	1.4731119e-06	4.3191128e+05
74	3.0350870e-01	1.3650936e+05	3.0350828e-01	1.3746990e-06	4.4977047e+05
75	3.0355284e-01	1.4209786e+05	3.0355242e-01	1.3744991e-06	4.6811541e+05
76	3.0359584e-01	1.4783684e+05	3.0359542e-01	1.3743044e-06	4.8695250e+05
77	3.0363774e-01	1.5372834e+05	3.0363733e-01	1.3741147e-06	5.0628838e+05
78	3.0367857e-01	1.5977433e+05	3.0367815e-01	1.3739300e-06	5.2612950e+05
79	3.0371839e-01	1.6597683e+05	3.0371797e-01	1.3737498e-06	5.4648244e+05
80	3.0375722e-01	1.7233783e+05	3.0375680e-01	1.3735743e-06	5.6735362e+05
81	3.0379513e-01	1.7885931e+05	3.0379468e-01	1.4715032e-06	5.8874969e+05
82	3.0383211e-01	1.8554331e+05	3.0383164e-01	1.5694125e-06	6.1067706e+05
83	3.0386820e-01	1.9239180e+05	3.0386770e-01	1.6673029e-06	6.3314231e+05
84	3.0390343e-01	1.9940680e+05	3.0390292e-01	1.6671096e-06	6.5615194e+05
85	3.0393782e-01	2.0659030e+05	3.0393732e-01	1.6669210e-06	6.7971250e+05
86	3.0397141e-01	2.1394428e+05	3.0397093e-01	1.5686933e-06	7.0383038e+05
87	3.0400425e-01	2.2147078e+05	3.0400378e-01	1.5685238e-06	7.2851231e+05
88	3.0403635e-01	2.2917178e+05	3.0403587e-01	1.5683582e-06	7.5376462e+05
89	3.0406776e-01	2.3704927e+05	3.0406725e-01	1.6662086e-06	7.7959388e+05
90	3.0409843e-01	2.4510527e+05	3.0409795e-01	1.5680381e-06	8.0600662e+05
91	3.0412847e-01	2.5334175e+05	3.0412796e-01	1.6658761e-06	8.3300944e+05
92	3.0415788e-01	2.6176075e+05	3.0415735e-01	1.7636984e-06	8.6060869e+05
93	3.0418667e-01	2.7036425e+05	3.0418611e-01	1.8615056e-06	8.8881094e+05
94	3.0421481e-01	2.7915425e+05	3.0421424e-01	1.8613334e-06	9.1762288e+05
95	3.0424237e-01	2.8813275e+05	3.0424181e-01	1.8611647e-06	9.4705075e+05
96	3.0426934e-01	2.9730172e+05	3.0426881e-01	1.7630523e-06	9.7710119e+05
97	3.0429578e-01	3.0666322e+05	3.0429524e-01	1.7628990e-06	1.0077808e+06
98	3.0432168e-01	3.1621922e+05	3.0432114e-01	1.7627491e-06	1.0390961e+06
99	3.0434707e-01	3.2597172e+05	3.0434653e-01	1.7626020e-06	1.0710535e+06
100	3.0437198e-01	3.3592272e+05	3.0437142e-01	1.8603722e-06	1.1036595e+06
