1	1.6666667e-01	1.1666667e+00	1.6666667e-01	0.0000000e+00	6.0000005e+00
2	2.1666668e-01	4.9666667e+00	2.1666667e-01	6.8774590e-08	2.1923077e+01
3	2.4047618e-01	1.3323810e+01	2.4047619e-01	6.1965224e-08	5.4405941e+01
4	2.5436509e-01	2.8212698e+01	2.5436509e-01	0.0000000e+00	1.0991419e+02
5	2.6345602e-01	5.1621788e+01	2.6345599e-01	1.1312068e-07	1.9494084e+02
6	2.6986629e-01	8.5544868e+01	2.6986626e-01	1.1043367e-07	3.1598987e+02
7	2.7462822e-01	1.3197820e+02	2.7462816e-01	2.1703762e-07	4.7957050e+02
8	2.7830470e-01	1.9291937e+02	2.7830464e-01	2.1417051e-07	6.9219495e+02
9	2.8122869e-01	2.7036676e+02	2.8122860e-01	3.1791564e-07	9.6037720e+02
10	2.8360963e-01	3.6631912e+02	2.8360957e-01	2.1016443e-07	1.2906318e+03
11	2.8558594e-01	4.8277563e+02	2.8558585e-01	3.1306510e-07	1.6894746e+03
12	2.8725263e-01	6.2173566e+02	2.8725252e-01	4.1499825e-07	2.1634221e+03
13	2.8867713e-01	7.8519861e+02	2.8867701e-01	4.1295041e-07	2.7189900e+03
14	2.8990868e-01	9.7516412e+02	2.8990853e-01	5.1399525e-07	3.3626958e+03
15	2.9098395e-01	1.1936318e+03	2.9098380e-01	5.1209594e-07	4.1010562e+03
16	2.9193088e-01	1.4426016e+03	2.9193076e-01	4.0834780e-07	4.9405884e+03
17	2.9277122e-01	1.7240730e+03	2.9277110e-01	4.0717575e-07	5.8878086e+03
18	2.9352197e-01	2.0400460e+03	2.9352185e-01	4.0613429e-07	6.9492354e+03
19	2.9419672e-01	2.3925203e+03	2.9419661e-01	4.0520280e-07	8.1313857e+03
20	2.9480645e-01	2.7834958e+03	2.9480636e-01	3.0327354e-07	9.4407764e+03
21	2.9536015e-01	3.2149727e+03	2.9536006e-01	3.0270499e-07	1.0883927e+04
22	2.9586518e-01	3.6889504e+03	2.9586512e-01	2.0145885e-07	1.2467352e+04
23	2.9632771e-01	4.2074292e+03	2.9632765e-01	2.0114439e-07	1.4197571e+04
24	2.9675287e-01	4.7724087e+03	2.9675281e-01	2.0085621e-07	1.6081101e+04
25	2.9714501e-01	5.3858892e+03	2.9714498e-01	1.0029556e-07	1.8124459e+04
26	2.9750788e-01	6.0498701e+03	2.9750782e-01	2.0034648e-07	2.0334164e+04
27	2.9784456e-01	6.7663521e+03	2.9784453e-01	1.0006000e-07	2.2716732e+04
28	2.9815787e-01	7.5373345e+03	2.9815781e-01	1.9990972e-07	2.5278682e+04
29	2.9845008e-01	8.3648174e+03	2.9845005e-01	9.9856983e-08	2.8026527e+04
30	2.9872331e-01	9.2508008e+03	2.9872328e-01	9.9765650e-08	3.0966793e+04
31	2.9897934e-01	1.0197285e+04	2.9897928e-01	1.9936046e-07	3.4105996e+04
32	2.9921973e-01	1.1206270e+04	2.9921967e-01	1.9920029e-07	3.7450648e+04
33	2.9944587e-01	1.2279755e+04	2.9944581e-01	1.9904985e-07	4.1007270e+04
34	2.9965901e-01	1.3419740e+04	2.9965892e-01	2.9836244e-07	4.4782383e+04
35	2.9986024e-01	1.4628227e+04	2.9986012e-01	3.9754966e-07	4.8782500e+04
36	3.0005050e-01	1.5907213e+04	3.0005038e-01	3.9729758e-07	5.3014141e+04
37	3.0023068e-01	1.7258699e+04	3.0023056e-01	3.9705915e-07	5.7483816e+04
38	3.0040157e-01	1.8684686e+04	3.0040145e-01	3.9683326e-07	6.2198051e+04
39	3.0056387e-01	2.0187174e+04	3.0056372e-01	4.9577380e-07	6.7163375e+04
40	3.0071819e-01	2.1768162e+04	3.0071804e-01	4.9551937e-07	7.2386281e+04
41	3.0086511e-01	2.3429648e+04	3.0086496e-01	4.9527739e-07	7.7873297e+04
42	3.0100518e-01	2.5173637e+04	3.0100504e-01	4.9504689e-07	8.3630945e+04
43	3.0113885e-01	2.7002127e+04	3.0113870e-01	4.9482719e-07	8.9665750e+04
44	3.0126655e-01	2.8917115e+04	3.0126637e-01	5.9354096e-07	9.5984211e+04
45	3.0138868e-01	3.0920604e+04	3.0138847e-01	6.9218390e-07	1.0259285e+05
46	3.0150557e-01	3.3014594e+04	3.0150536e-01	6.9191560e-07	1.0949820e+05
47	3.0161753e-01	3.5201082e+04	3.0161732e-01	6.9165873e-07	1.1670677e+05
48	3.0172491e-01	3.7482074e+04	3.0172470e-01	6.9141259e-07	1.2422507e+05
49	3.0182797e-01	3.9859562e+04	3.0182779e-01	5.9243695e-07	1.3205961e+05
50	3.0192697e-01	4.2335551e+04	3.0192679e-01	5.9224271e-07	1.4021694e+05
51	3.0202219e-01	4.4912043e+04	3.0202198e-01	6.9073201e-07	1.4870356e+05
52	3.0211377e-01	4.7591031e+04	3.0211356e-01	6.9052265e-07	1.5752597e+05
53	3.0220196e-01	5.0374523e+04	3.0220172e-01	7.8893851e-07	1.6669072e+05
